модифицирована C:\\BOOTNXT | 13:26:31 16-06-2022
модифицирована C:\\bootTel.dat | 13:26:31 16-06-2022
модифицирована C:\\log.txt | 13:26:31 16-06-2022
модифицирована A:\\Origin | 13:39:13 16-06-2022
модифицирована C:\\PycharmProjects | 13:39:21 16-06-2022
модифицирована C:\\Python 3.9.7 | 13:39:25 16-06-2022
модифицирована C:\\Users | 13:48:37 16-06-2022
модифицирована C:\\pagefile.sys | 13:49:12 16-06-2022
модифицирована C:\\pagefile.sys | 13:49:12 16-06-2022
модифицирована C:\\pagefile.sys | 13:49:12 16-06-2022
модифицирована C:\\pagefile.sys | 13:49:17 16-06-2022
модифицирована C:\\pagefile.sys | 13:49:17 16-06-2022
модифицирована C:\\pagefile.sys | 13:49:17 16-06-2022
модифицирована C:\\Windows | 13:51:13 16-06-2022
модифицирована C:\\pagefile.sys | 13:54:07 16-06-2022
модифицирована C:\\pagefile.sys | 13:54:07 16-06-2022
модифицирована C:\\pagefile.sys | 13:54:07 16-06-2022
модифицирована C:\\pagefile.sys | 13:54:07 16-06-2022
модифицирована C:\\Program Files (x86) | 13:59:36 16-06-2022
модифицирована C:\\pagefile.sys | 14:00:21 16-06-2022
модифицирована C:\\pagefile.sys | 14:10:21 16-06-2022
модифицирована C:\\$WINDOWS.~BT | 14:29:12 16-06-2022
модифицирована C:\\$Windows.~WS | 14:29:13 16-06-2022
модифицирована C:\\found.000 | 14:29:20 16-06-2022
модифицирована C:\\found.001 | 14:29:20 16-06-2022
модифицирована C:\\found.002 | 14:29:20 16-06-2022
модифицирована C:\\found.003 | 14:29:20 16-06-2022
модифицирована C:\\found.004 | 14:29:20 16-06-2022
модифицирована C:\\Program Files | 14:37:12 16-06-2022
модифицирована A:\\Epic Games | 14:38:41 16-06-2022
модифицирована A:\\Origin | 14:46:00 16-06-2022
модифицирована C:\\PycharmProjects | 14:46:00 16-06-2022
модифицирована C:\\ProgramData | 14:46:14 16-06-2022
модифицирована C:\\Python 3.9.7 | 14:46:30 16-06-2022
модифицирована C:\\$GetCurrent | 14:46:30 16-06-2022
модифицирована C:\\$Recycle.Bin | 14:46:30 16-06-2022
модифицирована C:\\$SysReset | 14:46:30 16-06-2022
модифицирована C:\\$WinREAgent | 14:46:30 16-06-2022
модифицирована C:\\82ace7d6-0197-474d-bf4b-a2043e72329b | 14:46:30 16-06-2022
модифицирована C:\\Boot | 14:46:30 16-06-2022
модифицирована C:\\CFLog | 14:46:30 16-06-2022
модифицирована C:\\CHAT | 14:46:30 16-06-2022
модифицирована C:\\comments | 14:46:30 16-06-2022
модифицирована C:\\Crash | 14:46:30 16-06-2022
модифицирована C:\\ESD | 14:46:30 16-06-2022
модифицирована C:\\hp | 14:46:30 16-06-2022
модифицирована C:\\inetpub | 14:46:30 16-06-2022
модифицирована C:\\Intel | 14:46:30 16-06-2022
модифицирована C:\\MAMP | 14:46:30 16-06-2022
модифицирована C:\\MAMPPRO | 14:46:32 16-06-2022
модифицирована C:\\MSI | 14:46:32 16-06-2022
модифицирована C:\\My Documents | 14:46:32 16-06-2022
модифицирована C:\\OneDriveTemp | 14:46:35 16-06-2022
модифицирована C:\\PABCWork.NET | 14:46:35 16-06-2022
модифицирована C:\\Python | 14:47:36 16-06-2022
модифицирована C:\\Python 3.8 | 14:47:36 16-06-2022
модифицирована C:\\Qt | 14:47:38 16-06-2022
модифицирована C:\\Recovery | 14:47:38 16-06-2022
модифицирована C:\\sada | 14:47:38 16-06-2022
модифицирована C:\\Sun | 14:47:38 16-06-2022
модифицирована C:\\SWSETUP | 14:47:38 16-06-2022
модифицирована C:\\system.sav | 14:47:38 16-06-2022
модифицирована C:\\Temp | 14:47:38 16-06-2022
модифицирована C:\\Users | 14:48:39 16-06-2022
модифицирована C:\\Windows.old(1) | 14:49:19 16-06-2022
модифицирована C:\\Windows10Upgrade | 14:49:19 16-06-2022
модифицирована C:\\xampp | 14:49:19 16-06-2022
модифицирована C:\\_acestream_cache_ | 14:49:19 16-06-2022
модифицирована C:\\_zstream_cache_ | 14:49:19 16-06-2022
модифицирована C:\\Курсы | 14:49:19 16-06-2022
модифицирована C:\\Windows | 14:51:13 16-06-2022
модифицирована C:\\bootmgr | 14:53:25 16-06-2022
модифицирована C:\\BOOTNXT | 14:53:25 16-06-2022
модифицирована C:\\bootTel.dat | 14:53:25 16-06-2022
модифицирована C:\\log.txt | 14:53:25 16-06-2022
модифицирована C:\\pagefile.sys | 14:55:21 16-06-2022
модифицирована C:\\pagefile.sys | 14:55:21 16-06-2022
модифицирована C:\\pagefile.sys | 14:55:21 16-06-2022
модифицирована C:\\pagefile.sys | 14:55:21 16-06-2022
модифицирована C:\\pagefile.sys | 14:56:23 16-06-2022
модифицирована C:\\pagefile.sys | 14:56:23 16-06-2022
модифицирована C:\\Program Files (x86) | 15:00:51 16-06-2022
модифицирована C:\\pagefile.sys | 15:03:29 16-06-2022
модифицирована C:\\pagefile.sys | 15:03:30 16-06-2022
модифицирована C:\\pagefile.sys | 15:03:30 16-06-2022
модифицирована C:\\pagefile.sys | 15:03:30 16-06-2022
модифицирована C:\\pagefile.sys | 15:03:30 16-06-2022
модифицирована C:\\pagefile.sys | 15:03:30 16-06-2022
модифицирована C:\\pagefile.sys | 15:03:30 16-06-2022
модифицирована C:\\pagefile.sys | 15:03:30 16-06-2022
модифицирована C:\\pagefile.sys | 15:03:30 16-06-2022
модифицирована C:\\pagefile.sys | 15:03:30 16-06-2022
модифицирована C:\\pagefile.sys | 15:03:30 16-06-2022
модифицирована C:\\pagefile.sys | 15:03:30 16-06-2022
модифицирована C:\\pagefile.sys | 15:03:30 16-06-2022
модифицирована C:\\pagefile.sys | 15:03:30 16-06-2022
модифицирована C:\\pagefile.sys | 15:03:30 16-06-2022
модифицирована C:\\pagefile.sys | 15:04:23 16-06-2022
модифицирована C:\\pagefile.sys | 15:04:23 16-06-2022
модифицирована C:\\pagefile.sys | 15:05:37 16-06-2022
модифицирована C:\\pagefile.sys | 15:05:37 16-06-2022
модифицирована C:\\pagefile.sys | 15:05:37 16-06-2022
модифицирована C:\\pagefile.sys | 15:06:12 16-06-2022
модифицирована C:\\pagefile.sys | 15:06:12 16-06-2022
модифицирована C:\\pagefile.sys | 15:06:12 16-06-2022
модифицирована C:\\pagefile.sys | 15:06:12 16-06-2022
модифицирована C:\\pagefile.sys | 15:06:12 16-06-2022
модифицирована C:\\pagefile.sys | 15:06:12 16-06-2022
модифицирована C:\\pagefile.sys | 15:06:12 16-06-2022
модифицирована C:\\pagefile.sys | 15:06:12 16-06-2022
модифицирована C:\\pagefile.sys | 15:06:12 16-06-2022
модифицирована C:\\pagefile.sys | 15:06:12 16-06-2022
модифицирована C:\\pagefile.sys | 15:06:12 16-06-2022
модифицирована C:\\pagefile.sys | 15:06:12 16-06-2022
модифицирована C:\\pagefile.sys | 15:06:12 16-06-2022
модифицирована C:\\pagefile.sys | 15:06:12 16-06-2022
модифицирована C:\\pagefile.sys | 15:06:12 16-06-2022
модифицирована C:\\pagefile.sys | 15:06:12 16-06-2022
модифицирована C:\\pagefile.sys | 15:06:12 16-06-2022
модифицирована C:\\pagefile.sys | 15:06:18 16-06-2022
модифицирована D:\\EFI | 18:29:14 17-06-2022
модифицирована D:\\hp | 18:29:14 17-06-2022
модифицирована D:\\Recovery | 18:29:14 17-06-2022
модифицирована D:\\RecoveryImage | 18:29:14 17-06-2022
модифицирована D:\\SOURCES | 18:29:14 17-06-2022
модифицирована S:\\for_test | 18:29:16 17-06-2022
модифицирована S:\\PyQt5 Python - Разработка графических интерфейсов | 18:29:16 17-06-2022
модифицирована S:\\Python | 18:29:16 17-06-2022
модифицирована S:\\python файлы | 18:29:18 17-06-2022
модифицирована C:\\Python 3.8 | 12:02:08 18-06-2022
модифицирована C:\\$GetCurrent | 12:04:34 18-06-2022
модифицирована C:\\$Recycle.Bin | 12:04:34 18-06-2022
модифицирована C:\\$Recycle.Bin | 12:04:34 18-06-2022
модифицирована C:\\$SysReset | 12:04:34 18-06-2022
модифицирована C:\\$WINDOWS.~BT | 12:04:34 18-06-2022
модифицирована C:\\$Windows.~WS | 12:04:34 18-06-2022
модифицирована C:\\$WinREAgent | 12:04:34 18-06-2022
модифицирована C:\\82ace7d6-0197-474d-bf4b-a2043e72329b | 12:04:34 18-06-2022
модифицирована C:\\Boot | 12:04:34 18-06-2022
модифицирована C:\\CFLog | 12:04:34 18-06-2022
модифицирована C:\\CHAT | 12:04:34 18-06-2022
модифицирована C:\\comments | 12:04:34 18-06-2022
модифицирована C:\\Crash | 12:04:34 18-06-2022
модифицирована C:\\ESD | 12:04:34 18-06-2022
модифицирована C:\\hp | 12:04:34 18-06-2022
модифицирована C:\\hp | 12:04:34 18-06-2022
модифицирована C:\\inetpub | 12:04:34 18-06-2022
модифицирована C:\\Intel | 12:04:34 18-06-2022
модифицирована C:\\MAMP | 12:04:34 18-06-2022
модифицирована C:\\MAMPPRO | 12:04:36 18-06-2022
модифицирована C:\\MSI | 12:04:36 18-06-2022
модифицирована C:\\My Documents | 12:04:36 18-06-2022
модифицирована C:\\OneDriveTemp | 12:04:44 18-06-2022
модифицирована C:\\PABCWork.NET | 12:04:44 18-06-2022
модифицирована C:\\Program Files (x86) | 12:49:41 18-06-2022
модифицирована C:\\Program Files | 12:49:49 18-06-2022
модифицирована C:\\Users | 14:09:07 19-06-2022
модифицирована C:\\Program Files (x86) | 14:09:22 19-06-2022
модифицирована C:\\Program Files | 14:09:29 19-06-2022
модифицирована C:\\Windows | 14:11:13 19-06-2022
модифицирована A:\\Origin | 14:27:43 19-06-2022
модифицирована C:\\PycharmProjects | 14:28:00 19-06-2022
модифицирована C:\\$GetCurrent | 14:34:38 19-06-2022
модифицирована C:\\$Recycle.Bin | 14:34:38 19-06-2022
модифицирована C:\\$SysReset | 14:34:38 19-06-2022
модифицирована C:\\$WINDOWS.~BT | 14:34:38 19-06-2022
модифицирована C:\\$Windows.~WS | 14:34:38 19-06-2022
модифицирована C:\\$WinREAgent | 14:34:38 19-06-2022
модифицирована C:\\82ace7d6-0197-474d-bf4b-a2043e72329b | 14:34:38 19-06-2022
модифицирована C:\\Boot | 14:34:38 19-06-2022
модифицирована C:\\CFLog | 14:34:38 19-06-2022
модифицирована C:\\CHAT | 14:34:38 19-06-2022
модифицирована C:\\comments | 14:34:38 19-06-2022
модифицирована C:\\Crash | 14:34:38 19-06-2022
модифицирована C:\\ESD | 14:34:38 19-06-2022
модифицирована C:\\hp | 14:34:38 19-06-2022
модифицирована C:\\inetpub | 14:34:39 19-06-2022
модифицирована C:\\Intel | 14:34:39 19-06-2022
модифицирована C:\\MAMP | 14:34:39 19-06-2022
модифицирована C:\\MAMPPRO | 14:34:41 19-06-2022
модифицирована C:\\MSI | 14:34:41 19-06-2022
модифицирована C:\\My Documents | 14:34:41 19-06-2022
модифицирована C:\\OneDriveTemp | 14:34:47 19-06-2022
модифицирована C:\\PABCWork.NET | 14:34:47 19-06-2022
модифицирована C:\\ProgramData | 14:35:40 19-06-2022
модифицирована C:\\Python | 14:36:33 19-06-2022
модифицирована C:\\Python 3.8 | 14:36:33 19-06-2022
модифицирована C:\\Qt | 14:36:37 19-06-2022
модифицирована C:\\Recovery | 14:36:38 19-06-2022
модифицирована C:\\sada | 14:36:38 19-06-2022
модифицирована C:\\Sun | 14:36:38 19-06-2022
модифицирована C:\\SWSETUP | 14:36:38 19-06-2022
модифицирована C:\\system.sav | 14:36:38 19-06-2022
модифицирована C:\\Temp | 14:36:38 19-06-2022
модифицирована C:\\Windows.old(1) | 14:39:08 19-06-2022
модифицирована C:\\pagefile.sys | 14:41:06 19-06-2022
модифицирована C:\\pagefile.sys | 14:41:06 19-06-2022
модифицирована C:\\pagefile.sys | 14:41:06 19-06-2022
модифицирована C:\\pagefile.sys | 14:41:06 19-06-2022
модифицирована C:\\pagefile.sys | 14:41:55 19-06-2022
модифицирована C:\\Users | 15:09:09 19-06-2022
модифицирована C:\\Program Files (x86) | 15:09:22 19-06-2022
модифицирована C:\\Windows | 15:11:13 19-06-2022
модифицирована C:\\Program Files | 15:16:33 19-06-2022
модифицирована A:\\Origin | 16:45:19 19-06-2022
модифицирована C:\\Users | 17:09:15 19-06-2022
модифицирована C:\\Program Files (x86) | 17:09:22 19-06-2022
модифицирована A:\\GamesMailRu | 17:09:35 19-06-2022
модифицирована C:\\Windows | 17:11:13 19-06-2022
модифицирована A:\\Origin | 18:08:21 19-06-2022
модифицирована C:\\PycharmProjects | 18:08:21 19-06-2022
модифицирована C:\\Program Files | 18:08:22 19-06-2022
модифицирована C:\\Python 3.9.7 | 18:08:22 19-06-2022
модифицирована C:\\Users | 18:09:18 19-06-2022
модифицирована C:\\Program Files (x86) | 18:09:22 19-06-2022
модифицирована C:\\Windows | 18:16:13 19-06-2022
модифицирована C:\\pagefile.sys | 18:55:14 19-06-2022
модифицирована C:\\pagefile.sys | 18:55:14 19-06-2022
модифицирована C:\\pagefile.sys | 19:03:34 19-06-2022
модифицирована C:\\pagefile.sys | 19:03:40 19-06-2022
модифицирована C:\\pagefile.sys | 19:03:40 19-06-2022
модифицирована C:\\pagefile.sys | 19:03:40 19-06-2022
модифицирована C:\\pagefile.sys | 19:03:41 19-06-2022
модифицирована C:\\pagefile.sys | 19:03:41 19-06-2022
модифицирована C:\\pagefile.sys | 19:04:06 19-06-2022
модифицирована C:\\pagefile.sys | 19:04:06 19-06-2022
модифицирована C:\\pagefile.sys | 19:04:06 19-06-2022
модифицирована C:\\pagefile.sys | 19:04:07 19-06-2022
модифицирована C:\\pagefile.sys | 19:04:07 19-06-2022
модифицирована C:\\pagefile.sys | 19:04:38 19-06-2022
модифицирована C:\\pagefile.sys | 19:04:38 19-06-2022
модифицирована C:\\pagefile.sys | 19:04:38 19-06-2022
модифицирована C:\\pagefile.sys | 19:04:38 19-06-2022
модифицирована C:\\Program Files | 19:08:53 19-06-2022
модифицирована C:\\Program Files | 19:08:53 19-06-2022
модифицирована C:\\ProgramData | 19:08:53 19-06-2022
модифицирована C:\\ProgramData | 19:08:53 19-06-2022
модифицирована C:\\Users | 19:09:18 19-06-2022
модифицирована C:\\Users | 19:09:18 19-06-2022
модифицирована C:\\Program Files (x86) | 19:09:22 19-06-2022
модифицирована C:\\Program Files (x86) | 19:09:22 19-06-2022
модифицирована A:\\Origin | 19:12:23 19-06-2022
модифицирована A:\\Origin | 19:12:23 19-06-2022
модифицирована C:\\Python 3.9.7 | 19:12:23 19-06-2022
модифицирована C:\\Python 3.9.7 | 19:12:23 19-06-2022
модифицирована C:\\PycharmProjects | 19:12:26 19-06-2022
модифицирована C:\\PycharmProjects | 19:12:26 19-06-2022
модифицирована C:\\Windows | 19:16:13 19-06-2022
модифицирована C:\\Windows | 19:16:13 19-06-2022
модифицирована C:\\pagefile.sys | 19:59:22 19-06-2022
модифицирована C:\\pagefile.sys | 19:59:22 19-06-2022
модифицирована C:\\pagefile.sys | 19:59:27 19-06-2022
модифицирована C:\\pagefile.sys | 19:59:27 19-06-2022
модифицирована C:\\pagefile.sys | 19:59:27 19-06-2022
модифицирована C:\\pagefile.sys | 19:59:27 19-06-2022
модифицирована C:\\pagefile.sys | 19:59:35 19-06-2022
модифицирована C:\\pagefile.sys | 19:59:36 19-06-2022
модифицирована C:\\pagefile.sys | 19:59:36 19-06-2022
модифицирована C:\\pagefile.sys | 19:59:36 19-06-2022
модифицирована C:\\pagefile.sys | 19:59:36 19-06-2022
модифицирована C:\\pagefile.sys | 19:59:36 19-06-2022
модифицирована C:\\pagefile.sys | 19:59:36 19-06-2022
модифицирована C:\\pagefile.sys | 19:59:36 19-06-2022
модифицирована C:\\pagefile.sys | 19:59:38 19-06-2022
модифицирована C:\\pagefile.sys | 19:59:38 19-06-2022
модифицирована C:\\pagefile.sys | 19:59:38 19-06-2022
модифицирована C:\\pagefile.sys | 19:59:38 19-06-2022
модифицирована C:\\pagefile.sys | 19:59:38 19-06-2022
модифицирована C:\\pagefile.sys | 19:59:38 19-06-2022
модифицирована C:\\pagefile.sys | 19:59:38 19-06-2022
модифицирована C:\\pagefile.sys | 19:59:53 19-06-2022
модифицирована C:\\pagefile.sys | 19:59:53 19-06-2022
модифицирована C:\\pagefile.sys | 19:59:53 19-06-2022
модифицирована C:\\pagefile.sys | 19:59:55 19-06-2022
модифицирована C:\\pagefile.sys | 19:59:55 19-06-2022
модифицирована C:\\pagefile.sys | 20:02:09 19-06-2022
модифицирована C:\\pagefile.sys | 20:02:09 19-06-2022
модифицирована C:\\pagefile.sys | 20:02:09 19-06-2022
модифицирована C:\\pagefile.sys | 20:02:14 19-06-2022
модифицирована C:\\pagefile.sys | 20:02:15 19-06-2022
модифицирована C:\\pagefile.sys | 20:02:15 19-06-2022
модифицирована C:\\pagefile.sys | 20:02:15 19-06-2022
модифицирована C:\\pagefile.sys | 20:02:15 19-06-2022
модифицирована C:\\pagefile.sys | 20:03:35 19-06-2022
модифицирована A:\\Epic Games | 20:07:35 19-06-2022
модифицирована A:\\Epic Games | 20:07:35 19-06-2022
модифицирована C:\\Users | 20:09:18 19-06-2022
модифицирована C:\\Users | 20:09:18 19-06-2022
модифицирована C:\\Program Files (x86) | 20:09:22 19-06-2022
модифицирована C:\\Program Files (x86) | 20:09:22 19-06-2022
модифицирована C:\\Program Files | 20:09:29 19-06-2022
модифицирована C:\\Windows | 20:20:42 19-06-2022
модифицирована C:\\Python 3.9.7 | 20:33:11 19-06-2022
модифицирована C:\\Python 3.9.7 | 20:33:11 19-06-2022
модифицирована A:\\Origin | 20:33:11 19-06-2022
модифицирована A:\\Origin | 20:33:11 19-06-2022
модифицирована C:\\PycharmProjects | 20:33:18 19-06-2022
модифицирована C:\\PycharmProjects | 20:33:18 19-06-2022
модифицирована C:\\Python 3.8 | 20:39:40 19-06-2022
модифицирована C:\\Python 3.8 | 20:39:40 19-06-2022
модифицирована C:\\Users | 21:09:18 19-06-2022
модифицирована C:\\Program Files (x86) | 21:09:22 19-06-2022
модифицирована C:\\Program Files | 21:12:08 19-06-2022
модифицирована C:\\Windows | 21:20:43 19-06-2022
модифицирована C:\\My Documents | 21:23:02 19-06-2022
модифицирована A:\\Origin | 21:34:41 19-06-2022
модифицирована C:\\PycharmProjects | 21:34:42 19-06-2022
модифицирована C:\\Python 3.9.7 | 21:34:43 19-06-2022
модифицирована C:\\pagefile.sys | 21:42:10 19-06-2022
модифицирована C:\\pagefile.sys | 21:42:10 19-06-2022
модифицирована C:\\pagefile.sys | 21:42:14 19-06-2022
модифицирована C:\\pagefile.sys | 21:42:14 19-06-2022
модифицирована C:\\pagefile.sys | 21:42:14 19-06-2022
модифицирована C:\\$WINDOWS.~BT | 21:46:58 19-06-2022
модифицирована C:\\$Windows.~WS | 21:46:59 19-06-2022
модифицирована C:\\pagefile.sys | 21:47:30 19-06-2022
модифицирована C:\\pagefile.sys | 21:50:34 19-06-2022
модифицирована C:\\pagefile.sys | 21:52:49 19-06-2022
модифицирована C:\\pagefile.sys | 21:52:50 19-06-2022
модифицирована C:\\pagefile.sys | 21:52:50 19-06-2022
модифицирована C:\\pagefile.sys | 21:52:50 19-06-2022
модифицирована C:\\pagefile.sys | 21:52:50 19-06-2022
модифицирована C:\\pagefile.sys | 21:52:50 19-06-2022
модифицирована C:\\pagefile.sys | 21:52:50 19-06-2022
модифицирована C:\\pagefile.sys | 21:52:50 19-06-2022
модифицирована C:\\pagefile.sys | 21:52:51 19-06-2022
модифицирована C:\\pagefile.sys | 21:52:51 19-06-2022
модифицирована C:\\pagefile.sys | 21:52:51 19-06-2022
модифицирована C:\\pagefile.sys | 21:52:51 19-06-2022
модифицирована C:\\pagefile.sys | 21:52:51 19-06-2022
модифицирована C:\\pagefile.sys | 21:52:51 19-06-2022
модифицирована C:\\pagefile.sys | 21:52:51 19-06-2022
модифицирована C:\\pagefile.sys | 21:52:51 19-06-2022
модифицирована A:\\WindowsApps | 21:53:00 19-06-2022
модифицирована C:\\Python 3.8 | 21:53:33 19-06-2022
модифицирована C:\\ProgramData | 21:53:42 19-06-2022
модифицирована C:\\Users | 22:09:22 19-06-2022
модифицирована C:\\Program Files | 22:12:14 19-06-2022
модифицирована C:\\Program Files (x86) | 22:12:34 19-06-2022
модифицирована C:\\Windows | 22:21:35 19-06-2022
модифицирована C:\\Windows | 22:21:35 19-06-2022
модифицирована A:\\Origin | 22:35:04 19-06-2022
модифицирована A:\\Origin | 22:35:04 19-06-2022
модифицирована C:\\Python 3.9.7 | 22:39:21 19-06-2022
модифицирована C:\\Python 3.9.7 | 22:39:21 19-06-2022
модифицирована C:\\PycharmProjects | 22:39:33 19-06-2022
модифицирована C:\\PycharmProjects | 22:39:33 19-06-2022
модифицирована A:\\Ubisoft Game Launcher | 22:47:52 19-06-2022
модифицирована A:\\Ubisoft Game Launcher | 22:47:52 19-06-2022
модифицирована C:\\Users | 23:09:23 19-06-2022
модифицирована C:\\Users | 23:09:23 19-06-2022
модифицирована A:\\GamesMailRu | 23:09:32 19-06-2022
модифицирована A:\\GamesMailRu | 23:09:38 19-06-2022
модифицирована C:\\pagefile.sys | 23:10:19 19-06-2022
модифицирована C:\\pagefile.sys | 23:11:03 19-06-2022
создана C:\\Новая папка | 23:54:09 19-06-2022
модифицирована C:\\$Recycle.Bin | 23:54:25 19-06-2022
удалена C:\\Новая папка | 23:54:25 19-06-2022
модифицирована C:\\Windows | 13:37:00 21-06-2022
модифицирована C:\\$GetCurrent | 22:22:24 20-06-2022
модифицирована C:\\$Recycle.Bin | 22:22:24 20-06-2022
модифицирована C:\\$SysReset | 22:22:25 20-06-2022
модифицирована C:\\$Windows.~WS | 22:22:25 20-06-2022
модифицирована C:\\82ace7d6-0197-474d-bf4b-a2043e72329b | 22:22:25 20-06-2022
модифицирована C:\\Boot | 22:22:25 20-06-2022
модифицирована C:\\hp | 22:22:25 20-06-2022
модифицирована C:\\inetpub | 22:22:25 20-06-2022
модифицирована C:\\MSI | 22:22:30 20-06-2022
модифицирована C:\\My Documents | 22:22:30 20-06-2022
модифицирована C:\\PABCWork.NET | 22:22:43 20-06-2022
модифицирована C:\\Windows | 09:47:17 22-06-2022
модифицирована C:\\$Recycle.Bin | 09:47:17 22-06-2022
модифицирована C:\\Python 3.8 | 09:47:23 22-06-2022
модифицирована C:\\Users | 09:47:23 22-06-2022
модифицирована C:\\System Volume Information | 09:47:23 22-06-2022
модифицирована C:\\Program Files | 09:47:27 22-06-2022
модифицирована C:\\$SysReset | 09:50:35 22-06-2022
модифицирована C:\\$WinREAgent | 09:50:35 22-06-2022
модифицирована C:\\Intel | 09:50:35 22-06-2022
модифицирована C:\\MSI | 09:50:35 22-06-2022
модифицирована C:\\OneDriveTemp | 09:50:35 22-06-2022
модифицирована C:\\Recovery | 09:54:39 22-06-2022
модифицирована C:\\Windows | 10:54:22 22-06-2022
модифицирована C:\\Python 3.8 | 10:54:22 22-06-2022
модифицирована C:\\Users | 10:54:30 22-06-2022
модифицирована A:\\WindowsApps | 00:08:25 23-06-2022
модифицирована C:\\Users | 00:20:35 23-06-2022
модифицирована C:\\Windows | 00:21:13 23-06-2022
модифицирована A:\\Origin | 14:54:02 23-06-2022
модифицирована C:\\CHAT | 14:54:17 23-06-2022
модифицирована C:\\Users | 14:54:28 23-06-2022
модифицирована C:\\Program Files | 14:56:01 23-06-2022
модифицирована A:\\System Volume Information | 15:11:07 23-06-2022
модифицирована C:\\System Volume Information | 15:11:08 23-06-2022
модифицирована C:\\Boot | 15:11:08 23-06-2022
модифицирована D:\\boot | 15:11:08 23-06-2022
модифицирована C:\\bootmgr | 15:11:08 23-06-2022
модифицирована D:\\bootmgr | 15:11:08 23-06-2022
модифицирована C:\\ProgramData | 15:11:08 23-06-2022
модифицирована C:\\PycharmProjects | 15:44:08 23-06-2022
модифицирована A:\\Epic Games | 15:45:32 23-06-2022
модифицирована C:\\Windows | 15:50:04 23-06-2022
модифицирована C:\\Program Files (x86) | 15:52:23 23-06-2022
модифицирована C:\\Users | 15:54:38 23-06-2022
модифицирована A:\\Origin | 15:54:46 23-06-2022
модифицирована C:\\Program Files | 16:13:05 23-06-2022
модифицирована A:\\GamesMailRu | 16:24:55 23-06-2022
модифицирована C:\\Python 3.9.7 | 16:29:50 23-06-2022
модифицирована C:\\pagefile.sys | 16:31:39 23-06-2022
модифицирована C:\\pagefile.sys | 16:31:39 23-06-2022
модифицирована C:\\pagefile.sys | 16:38:14 23-06-2022
модифицирована C:\\$GetCurrent | 16:48:41 23-06-2022
модифицирована C:\\$GetCurrent | 16:48:41 23-06-2022
модифицирована C:\\$Recycle.Bin | 16:48:41 23-06-2022
модифицирована C:\\$SysReset | 16:48:42 23-06-2022
модифицирована C:\\$SysReset | 16:48:42 23-06-2022
модифицирована C:\\$WINDOWS.~BT | 16:48:42 23-06-2022
модифицирована C:\\$Windows.~WS | 16:48:42 23-06-2022
модифицирована C:\\$Windows.~WS | 16:48:42 23-06-2022
модифицирована C:\\$WinREAgent | 16:48:42 23-06-2022
модифицирована C:\\82ace7d6-0197-474d-bf4b-a2043e72329b | 16:48:42 23-06-2022
модифицирована C:\\Boot | 16:48:42 23-06-2022
модифицирована C:\\CFLog | 16:48:42 23-06-2022
модифицирована C:\\CHAT | 16:48:42 23-06-2022
модифицирована C:\\comments | 16:48:42 23-06-2022
модифицирована C:\\Crash | 16:48:42 23-06-2022
модифицирована C:\\ESD | 16:48:42 23-06-2022
модифицирована C:\\hp | 16:48:42 23-06-2022
модифицирована C:\\inetpub | 16:48:43 23-06-2022
модифицирована C:\\Intel | 16:48:43 23-06-2022
модифицирована C:\\MAMP | 16:48:43 23-06-2022
модифицирована C:\\MAMP | 16:48:43 23-06-2022
модифицирована C:\\MAMPPRO | 16:48:50 23-06-2022
модифицирована C:\\MSI | 16:48:50 23-06-2022
модифицирована C:\\My Documents | 16:48:50 23-06-2022
модифицирована C:\\OneDriveTemp | 16:49:08 23-06-2022
модифицирована C:\\PABCWork.NET | 16:49:08 23-06-2022
модифицирована C:\\Windows | 16:50:37 23-06-2022
модифицирована C:\\Python | 16:53:33 23-06-2022
модифицирована C:\\Qt | 16:53:41 23-06-2022
модифицирована C:\\Recovery | 16:53:42 23-06-2022
модифицирована C:\\sada | 16:53:42 23-06-2022
модифицирована C:\\Sun | 16:53:42 23-06-2022
модифицирована C:\\SWSETUP | 16:53:42 23-06-2022
модифицирована C:\\SWSETUP | 16:53:42 23-06-2022
модифицирована C:\\system.sav | 16:53:42 23-06-2022
модифицирована C:\\Temp | 16:53:42 23-06-2022
модифицирована C:\\Users | 16:54:38 23-06-2022
модифицирована C:\\Program Files (x86) | 16:54:49 23-06-2022
модифицирована A:\\Origin | 16:58:28 23-06-2022
модифицирована C:\\Windows.old(1) | 17:00:27 23-06-2022
модифицирована C:\\pagefile.sys | 17:02:20 23-06-2022
модифицирована C:\\pagefile.sys | 17:02:20 23-06-2022
модифицирована C:\\pagefile.sys | 17:02:21 23-06-2022
модифицирована C:\\pagefile.sys | 17:02:21 23-06-2022
модифицирована C:\\pagefile.sys | 17:02:21 23-06-2022
модифицирована C:\\pagefile.sys | 17:03:14 23-06-2022
модифицирована C:\\pagefile.sys | 17:04:42 23-06-2022
модифицирована C:\\pagefile.sys | 17:04:42 23-06-2022
модифицирована C:\\pagefile.sys | 17:04:42 23-06-2022
модифицирована C:\\pagefile.sys | 17:04:42 23-06-2022
модифицирована C:\\pagefile.sys | 17:04:48 23-06-2022
модифицирована C:\\pagefile.sys | 17:05:14 23-06-2022
модифицирована C:\\pagefile.sys | 17:08:51 23-06-2022
модифицирована C:\\pagefile.sys | 17:08:51 23-06-2022
модифицирована C:\\pagefile.sys | 17:08:56 23-06-2022
модифицирована C:\\pagefile.sys | 17:08:56 23-06-2022
